CountryID,Year,Month,Day,Latitude,Longitude,Altitude,Area,HostCultivar,GrowthStage,StemRustSeverity,StemRustIncidence,Binary disease presence
ET,2007,12,16,7.0083,40.1060,2447,1,unknown,4,1,2,1
ET,2007,12,16,7.0112,40.0069,2594,1,Madawalabu,4,1,3,1
ET,2007,12,16,7.0130,40.0480,2498,1,Tusie,4,2,1,1
ET,2007,12,16,7.0166,40.0866,2486,1,Tusie,4,1,3,1
ET,2007,12,16,7.0382,39.9814,2596,-9.999900e+02,Madawalabu,4,1,2,1
ET,2007,12,16,7.0694,39.9893,2539,1,Madawalabu,4,1,3,1
ET,2007,12,16,7.0694,39.9893,2539,2,Kubsa,4,3,1,1
ET,2007,12,17,7.2233,40.3951,2320,-9.999900e+02,Galema,4,1,3,1
ET,2007,12,17,7.2484,40.4441,2264,1,unknown,3,0,0,0
ET,2007,12,17,7.3004,40.2790,2384,10,Durie,4,1,3,1
ET,2007,12,17,7.3529,40.2602,2427,1,Durie,4,0,0,0
ET,2007,12,17,7.3795,40.2158,2397,1,Madawalabu,3,0,0,0
ET,2007,12,17,7.3846,40.0450,2373,1,Simba,4,1,3,1
ET,2007,12,17,7.3849,40.1496,2376,2,Madawalabu,4,1,2,1
ET,2007,12,17,7.3861,40.0681,2395,1,Kubsa,4,2,1,1
ET,2007,12,17,7.3886,40.1243,2378,1,Madawalabu,4,0,0,0
ET,2007,12,18,7.2894,40.4948,2115,-9.999900e+02,Durie,4,0,0,0
ET,2007,12,18,7.3192,40.4996,2039,1,Durie/sofume,4,1,1,1
ET,2007,12,18,7.3192,40.4994,2032,1,Dashen,4,1,3,1
ET,2007,12,18,7.3823,40.5089,1989,1,Durie,3,0,0,0
ET,2007,12,18,7.4052,40.5231,1929,1,Dashen,4,0,0,0
ET,2007,12,18,7.4448,40.5584,1985,2,Dashen,4,0,0,0
ET,2007,12,18,7.4665,40.6044,1950,1,Dashen,4,0,0,0
ET,2007,12,18,7.5495,40.7154,1924,-9.999900e+02,Dashen,5,1,1,1
ET,2007,12,18,7.6299,40.7174,1857,-9.999900e+02,Dashen,4,0,0,0
ET,2007,12,19,7.1480,40.6888,1939,1,Tusie,3,0,0,0
ET,2007,12,19,7.1536,40.7129,1920,1,unknown,4,0,0,0
ET,2007,12,19,7.1636,40.5392,2016,2,Durie,4,0,0,0
ET,2007,12,19,7.1732,40.7228,1897,1,Durie,3,0,0,0
ET,2007,12,19,7.1863,40.6038,2085,1,Durie,4,1,1,1
ET,2007,12,19,7.2055,40.5694,2116,3,Kubsa,4,0,0,0
ET,2007,12,19,7.2067,40.5674,2119,-9.999900e+02,Durie,4,0,0,0
ET,2007,12,19,7.2103,40.7313,1930,1,Sofumer,4,0,0,0
ET,2007,12,19,7.2129,40.5397,2160,2,Kubsa,4,0,0,0
ET,2007,12,19,7.2310,40.5110,2202,3,Kubsa,4,0,0,0
ET,2007,12,19,7.2422,40.7169,1959,2,Kubsa,4,0,0,0
ET,2007,12,19,7.2425,40.7169,1955,2,Kubsa,4,0,0,0
ET,2007,12,19,7.2454,40.6912,1980,2,Kubsa,4,1,3,1
ET,2007,12,19,7.2542,40.4799,2204,1,Durie,4,0,0,0
ET,2007,12,19,7.2920,40.6982,1938,2,Kubsa,4,1,3,1
ET,2007,12,19,7.3054,40.7186,1923,-9.999900e+02,Galema,5,1,3,1
ET,2007,12,20,6.9558,40.5004,1833,-9.999900e+02,Kubsa,4,0,0,0
ET,2007,12,20,6.9833,40.4863,1778,-9.999900e+02,Sofumer,4,1,3,1
ET,2007,12,20,6.9880,40.5078,1756,2,Galema,3,0,0,0
ET,2007,12,20,7.0011,40.4583,1826,-9.999900e+02,Galema,4,0,0,0
ET,2007,12,20,7.0724,40.4984,1788,-9.999900e+02,unknown,4,0,0,0
ET,2007,12,20,7.0743,40.5932,1620,-9.999900e+02,Durie,4,1,3,1
ET,2007,12,20,7.0822,40.5321,1743,1,Galema,4,0,0,0
ET,2007,12,20,7.1254,40.6382,1962,3,Durie,4,0,0,0
ET,2007,12,20,7.1365,40.6609,1960,2,Durie,4,0,0,0
ET,2007,12,21,6.9247,40.3157,2183,1,Madawalabu,3,0,0,0
ET,2007,12,21,6.9280,40.3236,2173,1,Simba,4,1,1,1
ET,2007,12,21,7.0121,40.4232,1933,2,Durie,4,0,0,0
ET,2007,12,21,7.0206,40.3809,2053,3,Sofumer,4,1,3,1
ET,2007,12,21,7.0241,40.3315,2207,1,Tusie,4,0,0,0
ET,2007,12,21,7.0450,40.2984,2326,1,Madawalabu,4,0,0,0
ET,2007,12,21,7.0648,40.2593,2372,2,Tusie,5,1,1,1
ET,2007,12,21,7.0694,40.2212,2465,2,Madawalabu,4,0,0,0
ET,2008,1,4,8.8900,39.0340,2210,2.500000e-01,NaN,5,1,1,1
ET,2008,1,4,8.9145,39.0672,2359,5.000000e-01,Kubsa/Mixture,5,1,1,1
ET,2008,4,11,8.4456,38.6144,2305,1.000000e-01,Kubsa,-9,0,0,0
ET,2008,4,11,8.5615,38.6358,2143,2.500000e-01,Kubsa,5,0,0,0
ET,2008,4,11,8.6298,38.6051,2066,2.500000e-01,Kubsa,4,0,0,0
ET,2008,4,11,8.7297,38.6435,2083,-9.999900e+02,Gerardo,5,0,0,0
ET,2008,4,11,8.7837,39.3287,2123,-9.999900e+02,NaN,5,0,0,0
ET,2008,4,11,8.8098,38.6438,2116,-9.999900e+02,Kubsa,5,1,1,1
ET,2008,4,11,8.8939,38.6465,2336,2.500000e-01,Mixture,5,0,0,0
ET,2008,5,11,7.3383,37.5348,2229,2,HAR604,4,0,0,0
ET,2008,5,11,7.3655,37.8657,2214,1.000000e-01,Kubsa,5,0,0,0
ET,2008,5,11,7.3838,37.5718,2294,1,Wolete,4,0,0,0
ET,2008,5,11,7.4196,38.0570,2112,2.500000e-01,Dashen,5,1,1,1
ET,2008,5,11,7.5263,37.8682,2232,8.000000e-01,Mixture,5,0,0,0
ET,2008,5,11,7.5660,38.1549,2382,1,Dashen,5,0,0,0
ET,2008,5,11,7.5706,37.8350,2265,5.000000e-01,Mixture,5,0,0,0
ET,2008,5,11,7.5751,37.9059,2243,2.500000e-01,Mixture,5,0,0,0
ET,2008,5,11,7.8030,38.1564,2081,5.000000e-01,Tef,5,0,0,0
ET,2008,5,11,7.9458,38.2608,2381,1.000000e-01,Mixture,5,0,0,0
ET,2008,5,11,8.0080,38.3206,2154,1.000000e-01,Kubsa,5,0,0,0
ET,2008,5,11,8.0348,38.3055,1827,-9.999900e+02,Durumwheat,4,2,3,1
ET,2008,5,11,8.0348,38.3055,1827,-9.999900e+02,NaN,5,3,3,1
ET,2008,5,11,8.0379,38.2129,2108,5.000000e-01,HAR604,4,0,0,0
ET,2008,5,11,8.0679,38.2135,2082,1,HR604,5,0,0,0
ET,2008,5,11,8.0923,38.3783,2095,1.000000e-01,Boohi(Mixture),5,0,0,0
ET,2008,6,11,7.3707,37.5570,2225,-9.999900e+02,HAR604,5,0,0,0
ET,2008,6,11,7.4389,37.5337,2607,8.000000e-01,HAR604,3,0,0,0
ET,2008,6,11,7.4522,37.5440,2652,1,HAR604,3,0,0,0
ET,2008,8,10,8.2854,38.9345,1671,1,Kubsa,5,0,0,0
ET,2008,8,10,8.3418,39.9892,1597,2.500000e-01,Kubsa+Pavan,5,0,0,0
ET,2008,8,10,8.5081,39.0750,1663,5.000000e-01,Kubsa,5,0,0,0
ET,2008,8,10,8.5778,39.1171,1769,8.000000e-01,Kubsa(mixture),5,0,0,0
ET,2008,8,10,8.6539,39.0657,1845,5.000000e-01,Mixture,4,0,0,0
ET,2008,8,11,8.2239,38.8807,1691,2.500000e-01,Kubsa,5,0,0,0
ET,2008,8,11,8.7202,39.0108,1915,5.000000e-01,Kubsa,5,0,0,0
ET,2008,8,12,7.1318,39.8962,2629,-9.999900e+02,Meda walab,5,0,0,0
ET,2008,8,12,7.1411,39.9278,2517,-9.999900e+02,Tusi,5,0,0,0
ET,2008,8,12,7.1486,39.9942,2457,-9.999900e+02,Sofumer,5,0,0,0
ET,2008,8,12,7.2278,39.9609,2375,-9.999900e+02,Tusi,5,0,0,0
ET,2008,8,13,7.2388,39.9187,2488,-9.999900e+02,Tusi,5,1,2,1
ET,2008,8,13,7.2621,39.8496,2510,-9.999900e+02,tusi,5,0,0,0
ET,2008,8,13,7.2622,39.8488,2509,-9.999900e+02,local,6,0,0,0
ET,2008,8,13,7.2636,39.8366,2492,-9.999900e+02,madawalabu,5,0,0,0
ET,2008,8,13,7.2870,39.9546,2388,-9.999900e+02,tusi,6,1,3,1
ET,2008,8,13,7.3505,39.8940,2340,-9.999900e+02,galema,5,1,2,1
ET,2008,8,14,7.3701,40.0018,2336,-9.999900e+02,madawalabu,5,1,2,1
ET,2008,8,14,7.3743,40.2024,2405,-9.999900e+02,tusi,5,0,0,0
ET,2008,8,14,7.3786,40.2114,2401,-9.999900e+02,tusi,4,0,0,0
ET,2008,8,14,7.3836,40.1565,2377,-9.999900e+02,local,3,0,0,0
ET,2008,8,14,7.3850,40.0070,2332,-9.999900e+02,madawalabu,5,0,0,0
ET,2008,8,14,7.3854,40.0552,2382,-9.999900e+02,madawalabu,5,0,0,0
ET,2008,8,14,7.3877,40.0835,2352,-9.999900e+02,tusi,5,0,0,0
ET,2008,8,14,7.3932,40.0057,2344,-9.999900e+02,madawalabu,6,0,0,0
ET,2008,8,14,7.3983,40.0507,2360,-9.999900e+02,tusi,6,1,3,1
ET,2008,8,15,7.2020,40.5783,2118,-9.999900e+02,sofumer,5,1,3,1
ET,2008,8,15,7.2125,40.5359,2172,-9.999900e+02,Tusi,5,0,0,0
ET,2008,8,15,7.2257,40.3755,2336,-9.999900e+02,Tusi,5,0,0,0
ET,2008,8,15,7.2383,40.4316,2292,-9.999900e+02,tusi,5,1,3,1
ET,2008,8,15,7.2508,40.5031,2219,-9.999900e+02,Kubsa,4,1,3,1
ET,2008,8,15,7.2881,40.4928,2116,-9.999900e+02,simba,5,0,0,0
ET,2008,8,15,7.3322,40.2632,2415,-9.999900e+02,local,4,0,0,0
ET,2008,8,15,7.3328,40.2625,2415,-9.999900e+02,unknown,4,0,0,0
ET,2008,8,15,7.3716,40.2431,2430,-9.999900e+02,Dure,3,0,0,0
ET,2008,8,15,7.4021,40.5235,1922,-9.999900e+02,Dashen,5,0,0,0
ET,2008,8,15,7.4416,40.5479,2021,-9.999900e+02,Dashen,5,0,0,0
ET,2008,8,16,7.1244,40.6340,1973,-9.999900e+02,tusi,6,0,0,0
ET,2008,8,16,7.1418,40.6672,1964,-9.999900e+02,tusi,6,0,0,0
ET,2008,8,16,7.1594,40.7184,1892,-9.999900e+02,local,3,0,0,0
ET,2008,8,16,7.1734,40.7235,1899,-9.999900e+02,tusi,6,0,0,0
ET,2008,8,16,7.2263,40.7270,1960,-9.999900e+02,tusi,6,1,2,1
ET,2008,8,16,7.2416,40.7167,1956,-9.999900e+02,dhashen,6,0,0,0
ET,2008,8,16,7.2423,40.6979,1985,-9.999900e+02,galema,6,2,1,1
ET,2008,8,17,6.8431,40.3925,2018,-9.999900e+02,sofumer,5,0,0,0
ET,2008,8,17,6.8527,40.3916,1862,-9.999900e+02,sofumer,6,0,0,0
ET,2008,8,17,6.8707,40.4019,1762,-9.999900e+02,sofumer,6,0,0,0
ET,2008,8,17,6.9293,40.3264,2165,-9.999900e+02,Madawalabu,5,0,0,0
ET,2008,8,17,6.9561,40.3331,2149,-9.999900e+02,Galema,5,0,0,0
ET,2008,8,17,6.9751,40.3476,2142,-9.999900e+02,Tusi,5,1,1,1
ET,2008,8,17,6.9840,40.4866,1785,-9.999900e+02,Dashen,6,0,0,0
ET,2008,8,17,7.0134,40.4141,1963,-9.999900e+02,Tusi,6,0,0,0
ET,2008,8,17,7.0148,40.3629,2104,-9.999900e+02,Tusi,5,0,0,0
ET,2008,8,17,7.0211,40.3781,2061,-9.999900e+02,unknown,6,0,0,0
ET,2008,8,17,7.0237,40.3468,2145,-9.999900e+02,Galema,5,0,0,0
ET,2008,8,17,7.0351,40.3047,2290,-9.999900e+02,Madawalabu,5,0,0,0
ET,2008,8,18,6.9869,40.1201,2467,-9.999900e+02,Madawalabu,5,0,0,0
ET,2008,8,18,6.9963,39.9817,2847,-9.999900e+02,local,4,0,0,0
ET,2008,8,18,6.9989,40.1125,2461,-9.999900e+02,Tusi,5,0,0,0
ET,2008,8,18,7.0087,40.1099,2446,-9.999900e+02,unknown,5,0,0,0
ET,2008,8,18,7.0102,40.0062,2602,-9.999900e+02,Madawalabu,5,0,0,0
ET,2008,8,18,7.0127,40.0329,2510,-9.999900e+02,Madawalabu,5,0,0,0
ET,2008,8,18,7.0344,39.9818,2615,-9.999900e+02,Madawalabu,5,0,0,0
ET,2008,8,18,7.0621,39.9861,2553,-9.999900e+02,Mitike,5,0,0,0
ET,2008,8,19,7.0634,39.9887,2551,-9.999900e+02,unknown,5,0,0,0
ET,2008,8,19,7.0915,39.9965,2517,-9.999900e+02,local,5,0,0,0
ET,2008,8,19,7.1837,40.0042,2414,-9.999900e+02,Sofumer,5,0,0,0
ET,2008,8,19,7.2638,40.0055,2364,-9.999900e+02,Sofumer,6,0,0,0
ET,2008,8,19,7.2865,39.9991,2349,-9.999900e+02,Simba,6,0,0,0
ET,2008,8,20,7.0454,40.2208,2482,-9.999900e+02,Galema,5,0,0,0
ET,2008,8,20,7.0605,40.2163,2482,-9.999900e+02,Madawalabu,6,0,0,0
ET,2008,8,20,7.0691,40.2023,2475,-9.999900e+02,Madawalabu,5,0,0,0
ET,2008,8,20,7.0868,40.0966,2432,-9.999900e+02,Sofumer,6,0,0,0
ET,2008,8,20,7.0998,40.0495,2457,-9.999900e+02,Madawalabu,5,0,0,0
ET,2008,8,21,7.0645,40.2609,2388,-9.999900e+02,Madawalabu,5,0,0,0
ET,2008,8,21,7.0720,40.2427,2433,-9.999900e+02,Madawalabu,6,0,0,0
ET,2008,8,21,7.0872,40.2770,2366,-9.999900e+02,Tusi-mixed,6,0,0,0
ET,2008,8,21,7.1005,40.2162,2419,-9.999900e+02,Sofumer,5,0,0,0
ET,2008,8,21,7.1130,40.2970,2356,-9.999900e+02,Dure,5,0,0,0
ET,2008,8,21,7.1180,40.1600,2408,-9.999900e+02,Tusi,6,0,0,0
ET,2008,8,21,7.1382,40.1809,2392,-9.999900e+02,local,3,0,0,0
ET,2008,8,21,7.1383,40.1809,2392,-9.999900e+02,unknown,6,0,0,0
ET,2008,8,21,7.1420,40.1660,2394,-9.999900e+02,Tusi,6,0,0,0
ET,2008,9,9,9.5200,37.4800,2156,-9.999900e+02,HAR627,2,2,3,1
ET,2008,9,9,9.5200,37.4800,2156,-9.999900e+02,HAR1018,3,3,3,1
ET,2008,9,9,10.7004,37.1769,2018,100,NaN,4,2,3,1
ET,2008,9,10,8.5514,38.9000,1730,2.500000e-01,Paven76,4,0,0,0
ET,2008,9,10,8.6266,38.9332,1850,5.000000e-01,Ude,4,0,0,0
ET,2008,9,10,8.6907,38.9046,2015,-9.999900e+02,Bread+Durum,4,0,0,0
ET,2008,9,11,8.7490,38.9535,1995,2.500000e-01,Paven76,4,0,0,0
ET,2008,10,11,9.5200,37.4800,2156,-9.999900e+02,HAR719,3,1,3,1
ET,2008,10,11,9.5200,37.4800,2156,-9.999900e+02,ETBW4920,4,2,2,1
ET,2008,10,11,9.5200,37.4800,2156,-9.999900e+02,Dshen,2,2,3,1
ET,2008,10,11,9.5200,37.4800,2156,-9.999900e+02,PBw343,-9,3,3,1
ET,2008,10,11,9.5662,37.0847,2614,5.000000e-01,HAr604,-9,0,0,0
ET,2008,10,11,9.5792,37.1458,2384,5.000000e-01,Likemoroko,5,0,0,0
ET,2008,10,11,9.5910,37.3514,2316,5.000000e-01,Hybreed,4,0,0,0
ET,2008,10,11,9.6164,37.0733,2675,5.000000e-01,Global,4,0,0,0
ET,2008,10,11,9.6634,37.3071,2402,2.500000e-01,Hybreed,-9,0,0,0
ET,2008,10,14,8.5901,39.1372,1808,5.000000e-01,Kubsa,5,0,0,0
ET,2008,10,14,8.6515,39.1711,2006,5.000000e-01,Kubsa,5,0,0,0
ET,2008,10,14,8.7305,39.2078,2130,2.500000e-01,Kubsa,5,0,0,0
ET,2008,10,14,8.7895,39.2674,2668,2.500000e-01,Kubsa,5,0,0,0
ET,2008,10,17,9.0077,38.2778,2192,5.000000e-01,Kubsa,5,0,0,0
ET,2008,10,17,9.0232,38.3652,2220,5.000000e-01,Kubsa,5,0,0,0
ET,2008,10,17,9.0247,38.3699,2229,2,Beshenena,5,0,0,0
ET,2008,10,17,9.0373,38.3786,2303,2,Beshenena,4,0,0,0
ET,2008,10,21,8.6375,38.1839,2250,2,Dashen,6,0,0,0
ET,2008,10,21,8.6389,38.1113,2354,5.000000e-01,Dashen,5,0,0,0
ET,2008,10,21,8.6416,38.0643,-9.999900e+02,5.000000e-01,Improved,4,0,0,0
ET,2008,10,21,8.6419,38.0709,2407,1,Improved,4,0,0,0
ET,2008,10,21,8.6441,38.1418,2295,5.000000e-01,Kubsa,5,0,0,0
ET,2008,10,21,8.6768,38.2076,2156,1,Wheat,6,0,0,0
ET,2008,10,21,8.6961,38.1930,2202,1,NaN,6,0,0,0
ET,2008,10,21,8.7837,38.1399,2174,5.000000e-01,NaN,6,0,0,0
ET,2008,10,21,8.7999,38.1171,-9.999900e+02,5.000000e-01,NaN,4,0,0,0
ET,2008,10,21,8.8187,38.1043,2403,3,NaN,5,0,0,0
ET,2008,10,21,8.8452,38.0984,2507,5.000000e-01,Kubsa,4,1,1,1
ET,2008,10,21,8.8595,38.0912,2605,1.500000e+00,NaN,4,0,0,0
ET,2008,10,21,8.8891,38.0982,2490,5.000000e-01,Boydo(Isral),4,0,0,0
ET,2008,10,21,8.9429,38.1163,2316,1,Improved,6,1,1,1
ET,2008,10,21,8.9643,38.1178,2283,5.000000e-01,Chala,6,1,1,1
ET,2008,10,21,8.9666,37.9113,2177,5.000000e-01,Dashen,5,0,0,0
ET,2008,10,21,8.9726,37.9872,2437,5.000000e-01,Dashen,5,0,0,0
ET,2008,10,21,8.9809,37.9583,2359,5.000000e-01,NaN,4,0,0,0
ET,2008,10,21,9.0183,38.1474,2223,5.000000e-01,Dashan,4,0,0,0
ET,2008,10,22,8.5729,37.7351,1916,5.000000e-01,Kubsa,4,0,0,0
ET,2008,10,22,8.5817,37.7440,1957,5.000000e-01,Improved,4,0,0,0
ET,2008,10,22,8.5861,38.0086,-9.999900e+02,2.500000e-01,Improved,5,0,0,0
ET,2008,10,22,8.5878,37.7491,1981,5.000000e-01,Galma,5,0,0,0
ET,2008,10,22,8.5951,37.8683,2073,5.000000e-01,Galma,4,1,1,1
ET,2008,10,22,8.5988,37.8168,1998,2.500000e-01,Improved,5,1,1,1
ET,2008,10,22,8.6001,37.8811,2081,2.500000e-01,Galema,5,0,0,0
ET,2008,10,22,8.6002,37.8420,2052,2.500000e-01,Kubsa,5,0,0,0
ET,2008,10,22,8.6003,38.0175,-9.999900e+02,5.000000e-01,Galma,4,0,0,0
ET,2008,10,22,8.6011,37.9000,2090,5.000000e-01,Kubsa,4,0,0,0
ET,2008,10,22,8.6012,37.7945,2020,2.500000e-01,Improved,4,0,0,0
ET,2008,10,22,8.6021,37.9141,2103,5.000000e-01,Kubsa,4,0,0,0
ET,2008,10,22,8.6126,38.0268,2298,1,Improved,5,0,0,0
ET,2008,10,22,8.6291,38.0411,2390,5.000000e-01,Kubsa,5,0,0,0
ET,2008,10,22,8.6302,38.0390,2382,1,Galama,4,0,0,0
ET,2008,10,22,11.4412,37.5951,3138,2.500000e-01,NaN,4,0,0,0
ET,2008,10,22,11.4412,37.5951,3138,2.500000e-01,NaN,4,1,1,1
ET,2008,10,22,11.5152,37.5951,2635,2.500000e-01,NaN,4,1,1,1
ET,2008,10,23,8.4728,37.9545,1939,5.000000e-01,Improved,5,0,0,0
ET,2008,10,23,8.4812,37.9595,1948,2.500000e-01,Sorgum,-9,0,0,0
ET,2008,10,23,8.5080,37.9680,1993,5.000000e-01,Improved,-9,0,0,0
ET,2008,10,23,8.5165,37.9687,2030,2.500000e-01,Improved,5,0,0,0
ET,2008,10,23,8.5645,37.9475,2040,2.500000e-01,Improved,5,0,0,0
ET,2008,10,23,8.5744,37.9425,2075,2.500000e-01,Improved,4,0,0,0
ET,2008,10,23,8.5858,37.9391,2090,5.000000e-01,Improved,5,0,0,0
ET,2008,10,23,8.5928,37.9344,2097,5.000000e-01,Improved,5,0,0,0
ET,2008,10,23,8.6012,37.9290,2118,2.500000e-01,Improved,4,0,0,0
ET,2008,10,23,8.6224,37.9054,2149,2.500000e-01,Improved,5,0,0,0
ET,2008,10,23,8.6385,37.9019,2231,1.000000e-01,Improved,4,0,0,0
ET,2008,10,23,8.6592,37.8910,2305,5.000000e-01,Improved,5,0,0,0
ET,2008,10,23,8.7078,37.8961,2628,5.000000e-01,Improved,4,0,0,0
ET,2008,10,23,8.7149,37.8913,2666,5.000000e-01,Improved,4,0,0,0
ET,2008,10,23,8.7363,37.8793,2806,2.500000e-01,Improved,3,0,0,0
ET,2008,10,23,8.7495,37.8798,2885,5.000000e-01,Improved,4,0,0,0
ET,2008,10,23,13.0447,37.7705,3100,5.000000e-01,NaN,4,1,1,1
ET,2008,10,26,10.7004,37.1769,2018,8.000000e-01,NaN,4,2,2,1
ET,2008,10,26,10.7004,37.1769,2018,100,NaN,4,2,3,1
ET,2008,10,26,10.7004,37.1769,2018,100,NaN,4,3,3,1
ET,2008,10,28,11.2808,37.4876,2176,5.000000e-01,NaN,4,1,2,1
ET,2008,10,28,11.2808,37.4876,2182,1,NaN,4,2,2,1
ET,2008,10,28,11.2808,37.4876,2182,1,NaN,4,3,2,1
ET,2008,10,28,12.4691,37.3353,2182,2.500000e-01,NaN,4,1,1,1
ET,2008,11,9,9.0348,37.4454,3101,1,Kubsa,5,0,0,0
ET,2008,11,9,9.0939,37.3457,2927,1.000000e-01,Baysi(hybreed),3,0,0,0
ET,2008,11,9,9.1980,37.3586,2509,5.000000e-01,Hybreed,5,0,0,0
ET,2008,11,9,9.3291,37.3970,2280,1,NaN,4,0,0,0
ET,2008,11,10,9.5316,37.3714,2293,2.500000e-01,Hawato,4,0,0,0
ET,2008,11,11,9.0415,36.6087,1998,1.000000e-01,Hybreed,5,0,0,0
ET,2008,11,11,9.0429,36.8404,1751,1.000000e-01,Baysi(hybreed),-9,3,1,1
ET,2008,11,11,9.2783,37.1165,2496,2.500000e-01,Galama,4,0,0,0
ET,2008,11,11,9.4147,37.1142,2282,2.500000e-01,Hybreed,4,3,1,1
ET,2008,11,11,9.5517,37.1021,2426,5.000000e-01,Kubsa,5,0,0,0
ET,2008,11,12,9.0530,38.2829,2484,-9.999900e+02,Improved,5,0,0,0
ET,2008,11,12,9.0743,38.2669,2594,-9.999900e+02,Kubsa,4,0,0,0
ET,2008,11,12,9.0903,38.2545,2583,-9.999900e+02,Improved,3,0,0,0
ET,2008,11,12,9.1329,38.2397,2600,-9.999900e+02,Improved,4,0,0,0
ET,2008,11,12,9.1833,38.2270,2629,1,Improved,4,0,0,0
ET,2008,11,12,9.2084,38.2123,2669,2,Improved,4,0,0,0
ET,2008,11,12,9.2333,38.2008,2630,-9.999900e+02,Improved,4,0,0,0
ET,2008,11,13,9.0122,37.4040,2036,2.500000e-01,Giso,6,2,1,1
ET,2008,11,13,9.0366,37.4304,2342,2.500000e-01,Mobil,-9,0,0,0
ET,2008,11,13,9.2580,38.2039,2568,1,Improved,5,0,0,0
ET,2008,11,14,9.0855,38.4527,2635,5.000000e-01,Improved,4,0,0,0
ET,2008,11,14,9.1638,38.4571,2594,2.500000e-01,Improved,4,0,0,0
ET,2008,11,14,9.2304,38.4831,2622,8.000000e-01,Local,4,0,0,0
ET,2008,11,14,9.2600,38.5171,2595,5.000000e-01,Local,4,0,0,0
ET,2008,11,14,9.3079,38.5248,2655,1.500000e+00,Improved,4,0,0,0
ET,2008,11,14,9.3533,38.5165,2635,1,Local,3,0,0,0
ET,2008,11,14,9.3964,38.4922,2631,2.500000e-01,Improved,4,0,0,0
ET,2008,11,15,9.3408,38.5377,2677,2.500000e-01,Local,4,0,0,0
ET,2008,11,15,9.4304,38.4921,2585,1.000000e-01,Local,4,0,0,0
ET,2008,11,15,9.4534,38.4633,2698,5.000000e-01,Kubsa,4,0,0,0
ET,2008,11,15,9.4711,38.3161,2886,2.500000e-01,Improved,5,0,0,0
ET,2008,11,15,9.4736,38.4145,2995,1,ET13,4,0,0,0
ET,2008,11,15,9.4830,38.3299,3107,5.000000e-01,Improved,3,0,0,0
ET,2008,11,15,9.4873,38.3371,3090,2.500000e-01,Improved,4,0,0,0
ET,2008,11,16,9.3501,38.5500,2662,2.500000e-01,Improved,4,0,0,0
ET,2008,11,16,9.3632,38.5578,2660,1,Improved,4,0,0,0
ET,2008,11,16,9.3868,38.5880,2589,1.500000e+00,Ownless,5,0,0,0
ET,2008,11,16,9.4106,38.0111,2589,1,Improved,3,0,0,0
ET,2008,11,16,9.4341,38.5987,2582,2.500000e-01,Dashen,4,0,0,0
ET,2008,11,16,9.4483,38.5970,2525,5.000000e-01,Improved,3,0,0,0
ET,2008,11,16,9.4728,38.5959,2620,5.000000e-01,Mixed,4,0,0,0
ET,2008,11,16,9.4732,38.0098,2616,1.500000e+00,Improved,4,0,0,0
ET,2008,11,17,9.4608,39.1122,2663,5.000000e-01,ET13,4,0,0,0
ET,2008,11,17,9.4696,39.1166,2635,1,Improved,4,0,0,0
ET,2008,11,17,9.4699,39.0632,2604,2,Improved,4,0,0,0
ET,2008,11,17,9.4712,39.0316,2607,4,Improved,3,0,0,0
ET,2008,11,17,9.4946,39.1240,2625,1.500000e+00,Improved,4,0,0,0
ET,2008,11,18,9.3991,39.2998,2784,5.000000e-01,ET13,4,0,0,0
ET,2008,11,18,9.5176,39.1100,2646,1,Improved,4,0,0,0
ET,2008,11,18,11.4395,38.5962,3059,5.000000e-01,Galama,5,0,0,0
ET,2008,11,18,11.5546,39.2595,2383,1.000000e-01,Mixture,6,0,0,0
ET,2008,11,18,11.5626,39.2577,2510,2.500000e-01,Mixture,5,2,1,1
ET,2008,11,19,9.0817,41.1417,2086,2.500000e-01,NaN,6,0,0,0
ET,2008,11,19,9.1044,41.1857,2458,2.500000e-01,NaN,5,0,0,0
ET,2008,11,19,9.1660,41.2977,2702,2.500000e-01,NaN,4,1,1,1
ET,2008,11,19,9.1778,41.3228,2708,2.500000e-01,NaN,4,3,3,1
ET,2008,11,19,9.2167,41.3394,2717,1,NaN,4,1,1,1
ET,2008,11,19,9.2940,41.4024,2406,5.000000e-01,Local,-9,1,3,1
ET,2008,11,19,9.3658,39.2406,2770,1.500000e+00,Improved,4,0,0,0
ET,2008,11,19,9.3847,39.1997,2801,1,Improved,3,0,0,0
ET,2008,11,19,9.3852,39.2560,2767,2,Improved,4,0,0,0
ET,2008,11,19,9.3936,39.2830,2794,2.500000e-01,ET13,4,0,0,0
ET,2008,11,19,9.4169,41.9514,2032,1.000000e-01,HAR3116,6,3,3,1
ET,2008,11,19,9.4205,41.6236,2146,1.000000e-01,NaN,6,2,3,1
ET,2008,11,19,9.4417,41.7754,2013,1.500000e+00,NaN,6,1,3,1
ET,2008,11,19,11.3990,38.5098,2911,1,Israel,3,0,0,0
ET,2008,11,19,11.4080,38.5461,2944,1.000000e-01,NaN,3,0,0,0
ET,2008,11,19,11.4356,38.4572,2883,1.000000e-01,NaN,5,0,0,0
ET,2008,11,19,11.4710,38.4344,2935,2,Mixture,5,0,0,0
ET,2008,11,19,11.4881,38.4272,2908,1,NaN,5,0,0,0
ET,2008,11,19,11.4893,38.3919,2876,2,Israel,4,0,0,0
ET,2008,11,20,8.8562,40.6368,1743,1.000000e-01,NaN,6,0,0,0
